outcome,area,session_id,cohort,n_hva_available,n_hva_matched,hva_discarded_fraction,n_v1_candidates,n_unique_v1_matched,hva_mean,matched_v1_mean,matched_difference_hva_minus_v1,mean_match_distance_deg,median_match_distance_deg
ttfs_ms,AL,758798717,Brain Observatory 1.1,27,15,0.4444444444444444,32,6,61.86666666666666,70.33333333333333,-8.466666666666669,5.506526347673311,6.683970750983275
ttfs_ms,AM,758798717,Brain Observatory 1.1,6,6,0.0,32,5,68.83333333333333,69.83333333333331,-0.9999999999999858,3.9506494564521595,3.2532997778665056
ttfs_ms,PM,759883607,Brain Observatory 1.1,57,48,0.1578947368421053,46,16,68.29166666666666,59.229166666666664,9.062499999999993,2.880841044800451,2.4478893327417572
ttfs_ms,AM,759883607,Brain Observatory 1.1,56,43,0.2321428571428571,46,14,69.27906976744185,59.651162790697654,9.6279069767442,4.1164822202602345,3.846307580004493
ttfs_ms,LM,760345702,Brain Observatory 1.1,19,7,0.631578947368421,48,6,63.57142857142857,62.285714285714285,1.2857142857142847,4.6841011426667984,4.713573803389539
ttfs_ms,AL,760345702,Brain Observatory 1.1,23,17,0.26086956521739135,48,9,68.0,70.82352941176471,-2.82352941176471,3.916218122532395,3.3336000059995228
ttfs_ms,PM,760345702,Brain Observatory 1.1,34,29,0.1470588235294118,48,12,77.99999999999999,70.79310344827586,7.206896551724128,5.004643185048078,4.650761765560567
ttfs_ms,AM,760345702,Brain Observatory 1.1,14,11,0.2142857142857143,48,8,74.18181818181819,56.63636363636363,17.545454545454554,4.715855116896868,3.726630918135044
ttfs_ms,RL,760693773,Brain Observatory 1.1,15,14,0.06666666666666665,70,3,63.21428571428569,58.428571428571345,4.7857142857143415,4.282917550178384,3.9707834166283877
ttfs_ms,AL,760693773,Brain Observatory 1.1,14,9,0.3571428571428571,70,7,71.1111111111111,61.33333333333332,9.777777777777779,4.3233048777114425,4.743416490252569
ttfs_ms,PM,760693773,Brain Observatory 1.1,31,31,0.0,70,20,73.70967741935483,69.25806451612904,4.451612903225794,3.2438709479571086,3.0306596641655386
ttfs_ms,AM,760693773,Brain Observatory 1.1,25,24,0.040000000000000036,70,17,72.95833333333333,62.208333333333336,10.749999999999993,4.874175978010663,4.934275764986377
ttfs_ms,RL,761418226,Brain Observatory 1.1,8,7,0.125,39,4,77.7142857142857,67.71428571428571,9.999999999999986,5.117050994027866,5.0
ttfs_ms,AL,761418226,Brain Observatory 1.1,11,8,0.2727272727272727,39,7,74.375,71.5,2.875,4.1824987687167186,4.028257839093703
ttfs_ms,PM,761418226,Brain Observatory 1.1,8,8,0.0,39,4,89.12499999999999,85.62499999999999,3.5,5.0947026338713925,4.152461933079998
ttfs_ms,AM,762120172,Brain Observatory 1.1,12,11,0.08333333333333337,82,7,67.09090909090905,63.63636363636363,3.4545454545454177,3.9084431476129167,4.492801019408712
ttfs_ms,RL,762602078,Brain Observatory 1.1,21,13,0.38095238095238093,49,6,74.53846153846153,87.38461538461539,-12.846153846153854,5.180048897281607,5.0
ttfs_ms,AM,762602078,Brain Observatory 1.1,9,6,0.33333333333333337,49,6,76.33333333333333,80.0,-3.6666666666666714,3.1611072888652543,3.925097368536357
ttfs_ms,LM,763673393,Brain Observatory 1.1,8,8,0.0,34,6,64.25,66.5,-2.25,5.781245199179446,6.521567977499789
ttfs_ms,AM,763673393,Brain Observatory 1.1,11,10,0.09090909090909094,34,7,70.09999999999997,64.1,5.999999999999972,5.304324099620553,5.451228769512793
ttfs_ms,LM,766640955,Functional Connectivity,22,13,0.40909090909090906,27,5,66.46153846153845,54.153846153846146,12.307692307692307,4.946260097641057,3.7266309181350477
ttfs_ms,AL,767871931,Functional Connectivity,18,15,0.16666666666666663,94,4,63.2,54.53333333333333,8.666666666666671,6.188213525130141,7.0710678118654755
ttfs_ms,PM,767871931,Functional Connectivity,6,6,0.0,94,2,76.83333333333333,74.83333333333333,2.0,6.118798297537428,6.4217660693946295
ttfs_ms,AM,767871931,Functional Connectivity,15,13,0.1333333333333333,94,7,72.53846153846152,59.692307692307686,12.846153846153832,4.359319434118586,4.472135954999582
ttfs_ms,LM,768515987,Functional Connectivity,31,30,0.032258064516129004,35,14,63.63333333333332,53.9,9.73333333333332,4.48566007410486,4.6156092503106505
ttfs_ms,AL,768515987,Functional Connectivity,38,19,0.5,35,11,58.52631578947367,54.94736842105263,3.5789473684210407,5.809059961508384,6.708203932499369
ttfs_ms,AM,768515987,Functional Connectivity,23,22,0.04347826086956519,35,13,73.2272727272727,55.5,17.727272727272705,5.121233828588267,4.856786901694765
ttfs_ms,AL,771160300,Functional Connectivity,10,10,0.0,66,9,71.39999999999999,69.99999999999996,1.400000000000034,2.6704772831884243,2.2752517821892604
ttfs_ms,AM,771160300,Functional Connectivity,34,30,0.11764705882352944,66,19,76.33333333333333,72.06666666666666,4.266666666666666,3.8092366121528776,3.28675178251381
ttfs_ms,PM,771990200,Functional Connectivity,16,14,0.125,38,9,70.35714285714285,83.28571428571429,-12.928571428571445,4.801533144740766,4.07088873436751
ttfs_ms,AM,771990200,Functional Connectivity,15,12,0.19999999999999996,38,9,73.58333333333331,72.75,0.8333333333333144,4.983816954864608,5.407614820156104
ttfs_ms,AL,773418906,Brain Observatory 1.1,18,11,0.38888888888888884,35,6,71.81818181818181,81.0,-9.181818181818187,5.66340639972481,6.082762530298219
ttfs_ms,AM,773418906,Brain Observatory 1.1,12,10,0.16666666666666663,35,8,70.0,73.3,-3.299999999999997,4.728711880542299,3.738196134482412
ttfs_ms,LM,774875821,Functional Connectivity,54,54,0.0,92,26,60.35185185185184,55.999999999999986,4.351851851851855,2.865234311184284,2.123999999999997
ttfs_ms,AL,774875821,Functional Connectivity,17,13,0.23529411764705888,92,7,56.84615384615382,48.46153846153846,8.384615384615358,3.617760602386224,3.1622776601683795
ttfs_ms,AM,774875821,Functional Connectivity,46,45,0.021739130434782594,92,27,65.88888888888887,56.8,9.088888888888874,3.095785256960637,2.23606797749979
ttfs_ms,LM,778240327,Functional Connectivity,43,38,0.11627906976744184,70,19,62.23684210526316,50.210526315789465,12.026315789473692,3.1631163004450222,2.357494008475947
ttfs_ms,AL,778240327,Functional Connectivity,33,30,0.09090909090909094,70,12,66.33333333333331,57.53333333333333,8.799999999999983,5.824671786268421,6.872246939684284
ttfs_ms,AM,778240327,Functional Connectivity,28,24,0.1428571428571429,70,11,75.24999999999999,70.75,4.499999999999986,4.154686799266179,3.5677363313453103
ttfs_ms,RL,778998620,Functional Connectivity,12,10,0.16666666666666663,49,6,62.39999999999999,52.99999999999998,9.400000000000013,4.799605879961587,4.818307808509075
ttfs_ms,PM,778998620,Functional Connectivity,11,5,0.5454545454545454,49,4,58.6,55.799999999999976,2.8000000000000256,6.320341589306285,5.666823537044365
ttfs_ms,AM,778998620,Functional Connectivity,15,7,0.5333333333333333,49,4,75.57142857142856,61.999999999999986,13.57142857142857,4.709600026589649,3.964584341390657
ttfs_ms,AL,781842082,Functional Connectivity,39,25,0.3589743589743589,56,8,70.55999999999999,71.56,-1.0000000000000142,5.155291297118119,5.0
ttfs_ms,AM,781842082,Functional Connectivity,49,44,0.10204081632653061,56,23,77.9090909090909,67.13636363636364,10.772727272727266,3.6037703939731256,3.0295061294417875
ttfs_ms,RL,786091066,Functional Connectivity,16,15,0.0625,56,8,65.6,60.99999999999998,4.600000000000016,4.464510769393532,3.726630918135044
ttfs_ms,AL,786091066,Functional Connectivity,17,15,0.11764705882352944,56,11,65.66666666666666,55.46666666666666,10.199999999999996,5.60708252209941,5.5989307014822085
ttfs_ms,PM,786091066,Functional Connectivity,17,15,0.11764705882352944,56,9,72.6,66.13333333333334,6.466666666666654,4.585194424098389,3.5355339059327378
ttfs_ms,AM,786091066,Functional Connectivity,34,30,0.11764705882352944,56,13,67.36666666666666,55.433333333333316,11.933333333333344,4.398506018063761,3.780232810863775
ttfs_ms,AM,787025148,Functional Connectivity,32,27,0.15625,69,16,72.51851851851852,60.96296296296296,11.555555555555557,4.20223532264154,3.8463075800044897
ttfs_ms,RL,789848216,Functional Connectivity,20,17,0.15000000000000002,5,5,66.76470588235293,53.35294117647059,13.41176470588234,3.8899351912228997,4.47213595499958
ttfs_ms,LM,791319847,Brain Observatory 1.1,11,6,0.4545454545454546,35,5,79.83333333333333,75.33333333333331,4.500000000000014,3.6736931256458845,2.908148330907342
ttfs_ms,RL,791319847,Brain Observatory 1.1,27,20,0.2592592592592593,35,7,68.85,68.95,-0.10000000000000853,4.330380445755744,3.7330687778287714
ttfs_ms,AL,791319847,Brain Observatory 1.1,6,5,0.16666666666666663,35,4,78.79999999999998,81.39999999999995,-2.599999999999966,4.258734318607781,3.1622776601683795
ttfs_ms,AM,791319847,Brain Observatory 1.1,20,13,0.35,35,8,77.6153846153846,63.23076923076922,14.38461538461538,5.022996532786413,6.373774391990981
ttfs_ms,RL,793224716,Functional Connectivity,8,8,0.0,50,4,62.624999999999986,54.75,7.874999999999986,4.48901200896036,4.853567670313426
ttfs_ms,AL,793224716,Functional Connectivity,25,21,0.16000000000000003,50,11,62.52380952380951,58.809523809523796,3.7142857142857153,3.736129179148112,3.3339999999999894
ttfs_ms,LM,794812542,Functional Connectivity,15,13,0.1333333333333333,67,6,69.6153846153846,56.76923076923076,12.84615384615384,5.086224291598604,4.488070632242768
ttfs_ms,AL,794812542,Functional Connectivity,22,16,0.2727272727272727,67,6,67.0625,76.25,-9.1875,4.9766453795875725,4.434815459067522
ttfs_ms,AM,794812542,Functional Connectivity,49,48,0.020408163265306145,67,17,68.5,70.04166666666667,-1.5416666666666714,4.546191336503519,4.791893675782049
ttfs_ms,AL,797828357,Brain Observatory 1.1,15,10,0.33333333333333337,38,5,75.79999999999998,76.1,-0.30000000000001137,6.385696652534941,7.48037906088787
ttfs_ms,AM,797828357,Brain Observatory 1.1,25,14,0.43999999999999995,38,9,63.78571428571427,68.35714285714285,-4.5714285714285765,4.470257964940805,4.655243456872876
ttfs_ms,LM,798911424,Brain Observatory 1.1,29,22,0.24137931034482762,42,7,63.45454545454545,78.22727272727273,-14.77272727272728,5.501820998336683,5.295084971874738
ttfs_ms,AL,798911424,Brain Observatory 1.1,32,22,0.3125,42,9,64.27272727272727,65.18181818181819,-0.9090909090909207,5.4750176361621286,5.613878777440363
ttfs_ms,AM,798911424,Brain Observatory 1.1,31,17,0.4516129032258065,42,8,80.23529411764706,81.58823529411765,-1.352941176470594,5.315535163581636,5.0
ttfs_ms,LM,799864342,Brain Observatory 1.1,8,6,0.25,48,2,67.5,42.833333333333336,24.666666666666664,7.6732279259095995,8.23872383273363
ttfs_ms,RL,799864342,Brain Observatory 1.1,11,10,0.09090909090909094,48,7,62.8,68.0,-5.200000000000003,5.879493693455252,6.993345351986994
ttfs_ms,LM,816200189,Functional Connectivity,31,27,0.12903225806451613,37,12,61.59259259259258,47.59259259259257,14.000000000000014,2.9530748431393166,2.5
ttfs_ms,LM,821695405,Functional Connectivity,30,12,0.6,18,6,64.16666666666664,74.75,-10.583333333333357,4.488416638803126,4.134348729706556
ttfs_ms,AL,821695405,Functional Connectivity,17,7,0.5882352941176471,18,5,62.857142857142826,68.0,-5.142857142857174,4.956707454224847,4.7135738033895285
ttfs_ms,PM,821695405,Functional Connectivity,16,15,0.0625,18,7,64.53333333333333,69.53333333333333,-5.0,5.366987630564561,5.812532408511804
ttfs_ms,AM,821695405,Functional Connectivity,26,18,0.3076923076923077,18,10,70.72222222222223,74.72222222222223,-4.0,3.703645526198945,3.349362042931407
ttfs_ms,LM,829720705,Functional Connectivity,63,51,0.19047619047619047,46,18,66.03921568627452,63.43137254901959,2.6078431372549247,4.531294270547456,4.4782524493377975
ttfs_ms,AM,829720705,Functional Connectivity,30,24,0.19999999999999996,46,12,72.66666666666666,60.208333333333314,12.458333333333343,4.46913415714272,4.8215
ttfs_ms,AL,831882777,Functional Connectivity,47,43,0.08510638297872342,35,14,65.1627906976744,70.65116279069767,-5.488372093023273,4.869191411211374,4.999615385207148
ttfs_ms,PM,831882777,Functional Connectivity,9,7,0.2222222222222222,35,5,65.57142857142857,75.57142857142857,-10.0,3.7157161645486765,2.0
ttfs_ms,AM,831882777,Functional Connectivity,19,15,0.21052631578947367,35,8,68.86666666666666,74.86666666666666,-6.0,4.84673312948016,4.47213595499958
ttfs_ms,LM,835479236,Functional Connectivity,57,49,0.14035087719298245,42,15,68.51020408163265,68.61224489795919,-0.10204081632653583,4.758657718377556,5.0
ttfs_ms,RL,835479236,Functional Connectivity,12,8,0.33333333333333337,42,5,64.75,73.625,-8.875,4.455056691147487,3.775045063958488
ttfs_ms,LM,839068429,Functional Connectivity,14,14,0.0,81,5,57.99999999999999,69.28571428571429,-11.285714285714299,4.959081629613412,4.543652997261048
ttfs_ms,PM,839068429,Functional Connectivity,29,21,0.27586206896551724,81,13,75.85714285714286,61.333333333333336,14.523809523809526,4.985715198563036,3.9017660104111838
ttfs_ms,AM,839068429,Functional Connectivity,12,11,0.08333333333333337,81,9,67.09090909090907,65.36363636363636,1.7272727272727053,2.52152895011989,1.7572777242086615
ttfs_ms,LM,840012044,Functional Connectivity,33,30,0.09090909090909094,46,9,67.36666666666666,64.76666666666667,2.5999999999999943,4.486958580516923,4.47213595499958
ttfs_ms,RL,840012044,Functional Connectivity,39,27,0.3076923076923077,46,6,65.07407407407406,56.44444444444444,8.629629629629619,6.74065276280816,7.0710678118654755
ttfs_ms,PM,840012044,Functional Connectivity,34,29,0.1470588235294118,46,14,72.03448275862068,65.79310344827586,6.241379310344826,4.784903667179629,5.0
ttfs_ms,AM,840012044,Functional Connectivity,22,18,0.18181818181818177,46,8,75.66666666666667,75.94444444444444,-0.27777777777777146,5.593472478977857,4.9074846056945525
ttfs_ms,LM,847657808,Functional Connectivity,27,24,0.11111111111111116,46,7,62.33333333333332,77.54166666666667,-15.20833333333335,4.700255246837501,4.797489925415592
ttfs_ms,RL,847657808,Functional Connectivity,18,15,0.16666666666666663,46,8,68.46666666666665,56.26666666666666,12.199999999999996,4.988160332878146,4.713573803389528
ttfs_ms,AM,847657808,Functional Connectivity,21,10,0.5238095238095238,46,7,76.19999999999999,61.1,15.099999999999987,5.944421314163181,7.175376197218439
log10_mod_idx,LM,715093703,Brain Observatory 1.1,14,6,0.5714285714285714,82,5,-0.2600478367127567,-0.0893633104197362,-0.1706845262930205,5.4592025211465325,7.333644218377182
log10_mod_idx,RL,715093703,Brain Observatory 1.1,43,26,0.39534883720930236,82,9,-0.23461081260882105,0.34562696360660944,-0.5802377762154305,6.026539999855578,7.1798788402110505
log10_mod_idx,PM,715093703,Brain Observatory 1.1,49,37,0.24489795918367352,82,17,-0.08078235736424692,-0.0633638360314753,-0.017418521332771622,4.382864592272215,4.044581807801639
log10_mod_idx,AM,715093703,Brain Observatory 1.1,32,28,0.125,82,17,-0.2013258156079416,0.06754670051572761,-0.26887251612366925,4.1601732931059985,3.4506392874994978
log10_mod_idx,LM,719161530,Brain Observatory 1.1,47,38,0.19148936170212771,76,13,-0.2982815809129118,-0.2575778893401144,-0.04070369157279741,3.6322846332541445,3.444454289151712
log10_mod_idx,AL,719161530,Brain Observatory 1.1,17,10,0.4117647058823529,76,6,-0.18471326586905806,-0.3317309907476581,0.14701772487860004,4.742508379007305,3.8975424859373686
log10_mod_idx,AM,719161530,Brain Observatory 1.1,41,39,0.04878048780487809,76,22,-0.3085871847266994,-0.0959859758020845,-0.21260120892461487,3.260592698477035,2.5
log10_mod_idx,RL,721123822,Brain Observatory 1.1,12,8,0.33333333333333337,50,4,-0.09148900751706658,-0.1252076588708845,0.03371865135381792,6.468202995027527,6.93273812714153
log10_mod_idx,AL,721123822,Brain Observatory 1.1,20,13,0.35,50,7,-0.3089649493650927,-0.38670982049813823,0.07774487113304551,4.818405713227507,4.370840308224496
log10_mod_idx,AM,721123822,Brain Observatory 1.1,43,37,0.13953488372093026,50,14,-0.260228282553353,-0.11793686533963738,-0.14229141721371563,4.946123847772784,5.0
log10_mod_idx,AL,732592105,Brain Observatory 1.1,12,10,0.16666666666666663,139,8,-0.36027471944482226,0.018005859327007066,-0.3782805787718293,4.154181379234336,3.9324128059345402
log10_mod_idx,PM,732592105,Brain Observatory 1.1,54,49,0.09259259259259256,139,29,-0.1365205735023493,0.19033363222535854,-0.32685420572770785,2.469914752355062,1.8892352950334033
log10_mod_idx,LM,739448407,Brain Observatory 1.1,45,42,0.06666666666666665,38,14,0.11520048558970217,-0.0680513982631026,0.18325188385280478,4.925856246487331,4.73606797749979
log10_mod_idx,LM,742951821,Brain Observatory 1.1,16,10,0.375,75,4,-0.39428801811326764,-0.08915575641315998,-0.30513226170010765,6.465389334354232,6.330618877807475
log10_mod_idx,AL,742951821,Brain Observatory 1.1,15,12,0.19999999999999996,75,8,-0.13246461563634881,-0.16021755737158902,0.027752941735240205,6.778503568780544,7.989124186240771
log10_mod_idx,RL,746083955,Brain Observatory 1.1,45,45,0.0,38,14,-0.14269031506689875,0.01748117023678537,-0.1601714853036841,3.9711827129334107,4.5069390943299865
log10_mod_idx,PM,746083955,Brain Observatory 1.1,61,55,0.09836065573770492,38,25,-0.15975559834334202,-0.10177008654355144,-0.057985511799790584,3.6509707392915693,3.49725277896808
log10_mod_idx,LM,750332458,Brain Observatory 1.1,24,20,0.16666666666666663,95,7,-0.16110972741955581,0.6798850033737194,-0.8409947307932752,5.0429916207460215,5.0
log10_mod_idx,RL,750332458,Brain Observatory 1.1,11,8,0.2727272727272727,95,4,-0.1570850026293377,0.4169418550103448,-0.5740268576396825,6.015859779004492,6.813396052210399
log10_mod_idx,AL,750332458,Brain Observatory 1.1,56,37,0.3392857142857143,95,8,-0.06601524861576502,0.4136275147792978,-0.47964276339506284,5.961261022953579,7.1203152317857406
log10_mod_idx,AM,750332458,Brain Observatory 1.1,49,46,0.061224489795918324,95,25,-0.27587904142087094,0.18082096733915823,-0.45670000876002914,3.4749306461286182,2.606822748655901
log10_mod_idx,LM,750749662,Brain Observatory 1.1,9,9,0.0,87,5,-0.2503685459075893,-0.317226280070103,0.06685773416251373,5.160513856889576,5.539098302070474
log10_mod_idx,RL,750749662,Brain Observatory 1.1,29,29,0.0,87,12,-0.184894332354624,-0.007451077800735489,-0.1774432545538885,4.004353956222914,3.605551275463989
log10_mod_idx,AL,750749662,Brain Observatory 1.1,34,28,0.17647058823529416,87,13,-0.16920017598175394,0.04061262916918386,-0.2098128051509378,4.217837353016489,4.343462499902714
log10_mod_idx,PM,750749662,Brain Observatory 1.1,6,6,0.0,87,4,-0.20777364680754817,-0.33027792281647567,0.12250427600892749,5.212641448753797,5.252723182320185
log10_mod_idx,AM,750749662,Brain Observatory 1.1,23,19,0.17391304347826086,87,13,-0.31409878323507084,0.1045704220686644,-0.41866920530373525,4.700042356240281,4.746369665333711
log10_mod_idx,LM,751348571,Brain Observatory 1.1,25,21,0.16000000000000003,66,10,-0.2311091016400072,-0.0057470883132014075,-0.22536201332680578,4.148525283779599,4.5069390943299865
log10_mod_idx,RL,751348571,Brain Observatory 1.1,29,17,0.4137931034482759,66,10,-0.15215648020923844,-0.11062699337738845,-0.041529486831849996,5.5308891029952125,6.17802962116563
log10_mod_idx,PM,751348571,Brain Observatory 1.1,6,6,0.0,66,5,-0.2495153232099526,-0.29886906465805513,0.049353741448102534,3.546495731401134,2.601841261986199
log10_mod_idx,AM,751348571,Brain Observatory 1.1,36,35,0.02777777777777779,66,18,-0.38909730468985687,-0.12348007305947709,-0.26561723163037976,4.344435131269355,4.517327749898163
log10_mod_idx,RL,754312389,Brain Observatory 1.1,16,7,0.5625,132,5,-0.2976301941055462,0.06567176976136416,-0.3633019638669104,3.5118807133423764,2.874689026660103
log10_mod_idx,PM,754312389,Brain Observatory 1.1,22,21,0.045454545454545414,132,13,-0.349338892197485,0.09866353497314982,-0.4480024271706348,2.4648982146336094,2.0209111806311544
log10_mod_idx,AM,754312389,Brain Observatory 1.1,39,37,0.05128205128205132,132,17,-0.07472311106431376,0.1641959469332542,-0.23891905799756796,3.4860709444676328,3.1622776601683795
log10_mod_idx,AM,754829445,Brain Observatory 1.1,39,39,0.0,115,12,-0.29856137274519556,0.45098597512330413,-0.7495473478684997,3.893166853788522,3.590120053702941
log10_mod_idx,LM,755434585,Brain Observatory 1.1,24,22,0.08333333333333337,128,14,-0.08719957926420556,0.1014250052081593,-0.18862458447236485,2.8360143906660977,2.2818505345584974
log10_mod_idx,RL,755434585,Brain Observatory 1.1,8,6,0.25,128,5,-0.0362039372639699,-0.1614027058516157,0.1251987685876458,5.938746197486245,7.084058550523977
log10_mod_idx,AL,755434585,Brain Observatory 1.1,9,6,0.33333333333333337,128,4,-0.06621096671147547,-0.30942613750325926,0.24321517079178379,6.827218193047655,7.354637559982152
log10_mod_idx,PM,755434585,Brain Observatory 1.1,43,27,0.37209302325581395,128,10,-0.37327330670015435,-0.003225413232371186,-0.37004789346778316,5.5696031134777035,5.5622579947355915
log10_mod_idx,AM,755434585,Brain Observatory 1.1,56,53,0.0535714285714286,128,25,-0.3149309301657265,-0.0005702901695861318,-0.31436063999614033,3.6416177023189626,3.3668182309117896
log10_mod_idx,LM,756029989,Brain Observatory 1.1,11,8,0.2727272727272727,85,4,0.18578896771684605,0.39804897829809394,-0.21226001058124788,5.20226940414535,5.702267327696265
log10_mod_idx,AL,756029989,Brain Observatory 1.1,12,9,0.25,85,4,-0.013150532970909326,-0.4528816580850619,0.4397311251141526,5.202201894150901,4.231218500621305
