stimulus_presentation_id,stimulus_block,start_time,stop_time,Speed,color,contrast,orientation,frame,coherence,phase,y_position,spatial_frequency,size,Dir,x_position,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.3759,75.609423,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.23352244,1,,,0,,False,0,train,0
2,0.0,75.609423,75.859625,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020261,2,,,0,,False,0,train,0
3,0.0,75.859625,76.109828,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020261,3,,,0,,False,0,train,1
4,0.0,76.109828,76.36003,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020261,4,,,0,,False,0,train,2
5,0.0,76.36003,76.610248,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,5,,,0,,False,0,train,1
6,0.0,76.610248,76.860465,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021743,6,,,0,,False,0,train,0
7,0.0,76.860465,77.110683,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,7,,,0,,False,0,train,2
8,0.0,77.110683,77.3609,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,8,,,0,,False,0,train,1
9,0.0,77.3609,77.611098,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25019757,9,,,0,,False,0,train,1
10,0.0,77.611098,77.861295,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25019757,10,,,0,,False,0,train,1
11,0.0,77.861295,78.111493,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25019757,11,,,0,,False,0,train,1
12,0.0,78.111493,78.36169,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25019757,12,,,0,,False,0,train,1
13,0.0,78.36169,78.611913,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25022243,13,,,0,,False,0,train,1
14,0.0,78.611913,78.862135,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25022243,14,,,0,,False,0,train,0
15,0.0,78.862135,79.112358,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25022243,15,,,0,,False,0,train,2
16,0.0,79.112358,79.36258,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25022243,16,,,0,,False,0,train,2
17,0.0,79.36258,79.612778,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25019757,17,,,0,,False,0,train,1
18,0.0,79.612778,79.862975,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25019757,18,,,0,,False,0,train,2
19,0.0,79.862975,80.113173,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25019757,19,,,0,,False,0,train,0
20,0.0,80.113173,80.36337,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25019757,20,,,0,,False,0,train,1
21,0.0,80.36337,80.613588,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,21,,,0,,False,0,train,1
22,0.0,80.613588,80.863805,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,22,,,0,,False,0,train,2
23,0.0,80.863805,81.114023,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021743,23,,,0,,False,0,train,0
24,0.0,81.114023,81.36424,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021743,6,,,0,,False,1,train,0
25,0.0,81.36424,81.61444,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020007,15,,,0,,False,1,train,2
26,0.0,81.61444,81.86464,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020007,24,,,0,,False,0,train,0
27,0.0,81.86464,82.11484,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020007,25,,,0,,False,0,train,1
28,0.0,82.11484,82.36504,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020007,26,,,0,,False,0,train,0
29,0.0,82.36504,82.615253,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021243,27,,,0,,False,0,train,0
30,0.0,82.615253,82.865465,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021243,28,,,0,,False,0,train,2
31,0.0,82.865465,83.115678,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021243,29,,,0,,False,0,train,1
32,0.0,83.115678,83.36589,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021243,30,,,0,,False,0,train,0
33,0.0,83.36589,83.6161,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021007,31,,,0,,False,0,train,1
34,0.0,83.6161,83.86631,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021007,32,,,0,,False,0,train,2
35,0.0,83.86631,84.11652,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,33,,,0,,False,0,train,0
36,0.0,84.11652,84.36673,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021007,34,,,0,,False,0,train,2
37,0.0,84.36673,84.616935,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020493,35,,,0,,False,0,train,0
38,0.0,84.616935,84.86714,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020493,36,,,0,,False,0,train,0
39,0.0,84.86714,85.117345,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020493,37,,,0,,False,0,train,0
40,0.0,85.117345,85.36755,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020493,1,,,0,,False,1,train,0
41,0.0,85.36755,85.61776,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021007,38,,,0,,False,0,train,0
42,0.0,85.61776,85.86797,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,39,,,0,,False,0,train,1
43,0.0,85.86797,86.11818,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,40,,,0,,False,0,train,1
44,0.0,86.11818,86.36839,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021007,41,,,0,,False,0,train,2
45,0.0,86.36839,86.61861,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021993,42,,,0,,False,0,train,1
46,0.0,86.61861,86.86883,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021993,43,,,0,,False,0,train,0
47,0.0,86.86883,87.11905,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021993,44,,,0,,False,0,train,0
48,0.0,87.11905,87.36927,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021993,45,,,0,,False,0,train,0
49,0.0,87.36927,87.619465,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25019507,46,,,0,,False,0,train,2
50,0.0,87.619465,87.86966,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25019507,47,,,0,,False,0,train,0
51,0.0,87.86966,88.119855,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25019507,48,,,0,,False,0,train,0
52,0.0,88.119855,88.37005,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25019507,12,,,0,,False,1,train,1
53,0.0,88.37005,88.620265,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021493,30,,,0,,False,1,train,0
54,0.0,88.620265,88.87048,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,35,,,0,,False,1,train,0
55,0.0,88.87048,89.120695,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021493,49,,,0,,False,0,train,2
56,0.0,89.120695,89.37091,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021493,50,,,0,,False,0,train,0
57,0.0,89.37091,89.621108,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25019757,51,,,0,,False,0,train,0
58,0.0,89.621108,89.871305,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25019757,52,,,0,,False,0,train,2
59,0.0,89.871305,90.121503,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25019757,34,,,0,,False,1,train,2
60,0.0,90.121503,90.3717,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25019757,53,,,0,,False,0,train,0
61,0.0,90.3717,90.621923,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25022243,54,,,0,,False,0,train,1
62,0.0,90.621923,90.872145,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25022243,37,,,0,,False,1,train,0
63,0.0,90.872145,91.122368,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25022243,55,,,0,,False,0,train,0
64,0.0,91.122368,91.37259,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25022243,25,,,0,,False,1,train,1
65,0.0,91.37259,91.622793,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020257,56,,,0,,False,0,train,2
66,0.0,91.622793,91.872995,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020257,38,,,0,,False,1,train,0
67,0.0,91.872995,92.123198,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020257,57,,,0,,False,0,train,0
68,0.0,92.123198,92.3734,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020257,26,,,0,,False,1,train,0
69,0.0,92.3734,92.623615,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021493,58,,,0,,False,0,train,0
70,0.0,92.623615,92.87383,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021493,59,,,0,,False,0,train,1
71,0.0,92.87383,93.124045,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021493,60,,,0,,False,0,train,1
72,0.0,93.124045,93.37426,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021493,61,,,0,,False,0,train,0
73,0.0,93.37426,93.624463,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020257,62,,,0,,False,0,train,2
74,0.0,93.624463,93.874665,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020257,63,,,0,,False,0,train,1
75,0.0,93.874665,94.124868,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020257,41,,,0,,False,1,train,2
76,0.0,94.124868,94.37507,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020257,64,,,0,,False,0,train,0
77,0.0,94.37507,94.625283,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021243,54,,,0,,False,1,train,1
78,0.0,94.625283,94.875495,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021243,42,,,0,,False,1,train,1
79,0.0,94.875495,95.125708,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021243,65,,,0,,False,0,train,0
80,0.0,95.125708,95.37592,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021243,10,,,0,,False,1,train,1
81,0.0,95.37592,95.626125,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,66,,,0,,False,0,train,2
82,0.0,95.626125,95.87633,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,47,,,0,,False,1,train,0
83,0.0,95.87633,96.126535,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020507,67,,,0,,False,0,train,2
84,0.0,96.126535,96.37674,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,68,,,0,,False,0,train,1
85,0.0,96.37674,96.626958,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021743,69,,,0,,False,0,train,2
86,0.0,96.626958,96.877175,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,70,,,0,,False,0,train,2
87,0.0,96.877175,97.127393,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021743,71,,,0,,False,0,train,1
88,0.0,97.127393,97.37761,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,70,,,0,,False,1,train,2
89,0.0,97.37761,97.627808,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25019757,72,,,0,,False,0,train,1
90,0.0,97.627808,97.878005,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25019757,73,,,0,,False,0,train,2
91,0.0,97.878005,98.128203,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25019757,74,,,0,,False,0,train,1
92,0.0,98.128203,98.3784,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25019757,75,,,0,,False,0,train,1
93,0.0,98.3784,98.628618,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,5,,,0,,False,1,train,1
94,0.0,98.628618,98.878835,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,76,,,0,,False,0,train,0
95,0.0,98.878835,99.129053,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021743,77,,,0,,False,0,train,1
96,0.0,99.129053,99.37927,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,78,,,0,,False,0,train,1
97,0.0,99.37927,99.62947,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020007,79,,,0,,False,0,train,2
98,0.0,99.62947,99.87967,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020007,5,,,0,,False,2,test,1
99,0.0,99.87967,100.12987,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020007,80,,,0,,False,0,train,0
100,0.0,100.12987,100.38007,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020007,81,,,0,,False,0,train,2
101,0.0,100.38007,100.63029,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021993,82,,,0,,False,0,train,1
102,0.0,100.63029,100.88051,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021993,83,,,0,,False,0,train,1
103,0.0,100.88051,101.13073,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021993,84,,,0,,False,0,train,0
104,0.0,101.13073,101.38095,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021993,85,,,0,,False,0,train,0
105,0.0,101.38095,101.63115,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020007,86,,,0,,False,0,train,1
106,0.0,101.63115,101.88135,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020007,87,,,0,,False,0,train,0
107,0.0,101.88135,102.13155,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020007,88,,,0,,False,0,train,2
108,0.0,102.13155,102.38175,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020007,31,,,0,,False,1,train,1
109,0.0,102.38175,102.63197,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021493,89,,,0,,False,0,train,0
110,0.0,102.63197,102.88218,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021493,13,,,0,,False,1,train,1
111,0.0,102.88218,103.1324,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021493,90,,,0,,False,0,train,2
112,0.0,103.1324,103.38261,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021493,91,,,0,,False,0,train,1
113,0.0,103.38261,103.63282,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,92,,,0,,False,0,train,0
114,0.0,103.63282,103.88302,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,93,,,0,,False,0,train,0
115,0.0,103.88302,104.13323,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020507,94,,,0,,False,0,train,1
116,0.0,104.13323,104.38343,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,95,,,0,,False,0,train,2
117,0.0,104.38343,104.63364,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020993,96,,,0,,False,0,train,1
118,0.0,104.63364,104.88385,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020993,97,,,0,,False,0,train,1
119,0.0,104.88385,105.13406,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020993,98,,,0,,False,0,train,2
120,0.0,105.13406,105.38427,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020993,75,,,0,,False,1,train,1
121,0.0,105.38427,105.63448,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,34,,,0,,False,2,test,2
122,0.0,105.63448,105.88468,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020507,22,,,0,,False,1,train,2
123,0.0,105.88468,106.13489,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020507,99,,,0,,False,0,train,2
124,0.0,106.13489,106.38509,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,100,,,0,,False,0,train,2
125,0.0,106.38509,106.63531,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021743,101,,,0,,False,0,train,0
126,0.0,106.63531,106.88553,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021743,102,,,0,,False,0,train,0
127,0.0,106.88553,107.13574,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021743,49,,,0,,False,1,train,2
128,0.0,107.13574,107.38596,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,39,,,0,,False,1,train,1
129,0.0,107.38596,107.63616,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020007,17,,,0,,False,1,train,1
130,0.0,107.63616,107.88636,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020007,103,,,0,,False,0,train,1
