stimulus_presentation_id,stimulus_block,start_time,stop_time,Speed,color,contrast,orientation,frame,coherence,phase,y_position,spatial_frequency,size,Dir,x_position,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
674,0.0,243.74983,244.00004,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021007,46,,,0,,False,2,test,2
675,0.0,244.00004,244.25025,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021007,137,,,0,,False,4,train,2
676,0.0,244.25025,244.50046,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021007,26,,,0,,False,5,test,0
677,0.0,244.50046,244.75067,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021243,77,,,0,,False,4,train,1
678,0.0,244.75067,245.00089,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021243,172,,,0,,False,4,train,1
679,0.0,245.00089,245.2511,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021243,9,,,0,,False,4,train,1
680,0.0,245.2511,245.50131,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021243,31,,,0,,False,4,train,1
681,0.0,245.50131,245.75151,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020257,191,,,0,,False,1,train,2
682,0.0,245.75151,246.00172,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,159,,,0,,False,6,train,2
683,0.0,246.00172,246.25192,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020257,187,,,0,,False,2,test,1
684,0.0,246.25192,246.50212,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020257,195,,,0,,False,5,test,0
685,0.0,246.50212,246.75235,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25022493,237,,,0,,False,0,train,0
686,0.0,246.75235,247.00257,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25022493,157,,,0,,False,1,train,0
687,0.0,247.00257,247.2528,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25022493,56,,,0,,False,3,train,2
688,0.0,247.2528,247.50302,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25022493,77,,,0,,False,5,test,1
689,0.0,247.50302,247.75321,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25019257,120,,,0,,False,2,test,2
690,0.0,247.75321,248.00341,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25019257,96,,,0,,False,3,train,1
691,0.0,248.00341,248.2536,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25019257,212,,,0,,False,2,test,2
692,0.0,248.2536,248.50379,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25019257,82,,,0,,False,2,test,1
693,0.0,248.50379,248.75401,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,212,,,0,,False,3,train,2
694,0.0,248.75401,249.00423,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021743,187,,,0,,False,3,train,1
695,0.0,249.00423,249.25444,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,94,,,0,,False,3,train,1
696,0.0,249.25444,249.50466,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,109,,,0,,False,4,train,0
697,0.0,249.50466,249.75486,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020257,96,,,0,,False,4,train,1
698,0.0,249.75486,250.00507,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020257,205,,,0,,False,1,train,1
699,0.0,250.00507,250.25527,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,192,,,0,,False,4,train,0
700,0.0,250.25527,250.50547,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,185,,,0,,False,3,train,0
701,0.0,250.50547,250.75569,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021493,147,,,0,,False,5,test,1
702,0.0,250.75569,251.0059,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021493,121,,,0,,False,4,train,0
703,0.0,251.0059,251.25612,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021493,229,,,0,,False,2,test,2
704,0.0,251.25612,251.50633,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021493,230,,,0,,False,1,train,2
705,0.0,251.50633,251.75653,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,237,,,0,,False,1,train,0
706,0.0,251.75653,252.00674,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,78,,,0,,False,2,test,1
707,0.0,252.00674,252.25694,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020257,50,,,0,,False,4,train,0
708,0.0,252.25694,252.50714,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020257,83,,,0,,False,1,train,1
709,0.0,252.50714,252.75736,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,156,,,0,,False,2,test,1
710,0.0,252.75736,253.00757,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021493,37,,,0,,False,5,test,0
711,0.0,253.00757,253.25779,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021493,120,,,0,,False,3,train,2
712,0.0,253.25779,253.508,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021493,213,,,0,,False,1,train,2
713,0.0,253.508,253.7582,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,109,,,0,,False,5,test,0
714,0.0,253.7582,254.00841,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,210,,,0,,False,2,test,1
715,0.0,254.00841,254.25861,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020257,157,,,0,,False,2,test,0
716,0.0,254.25861,254.50881,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,36,,,0,,False,2,test,0
717,0.0,254.50881,254.75902,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,50,,,0,,False,5,test,0
718,0.0,254.75902,255.00923,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020993,6,,,0,,False,3,train,0
719,0.0,255.00923,255.25944,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,59,,,0,,False,2,test,1
720,0.0,255.25944,255.50965,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020993,230,,,0,,False,2,test,2
721,0.0,255.50965,255.75986,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021007,227,,,0,,False,1,train,1
722,0.0,255.75986,256.01007,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021007,64,,,0,,False,5,test,0
723,0.0,256.01007,256.26028,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,238,,,0,,False,0,train,0
724,0.0,256.26028,256.51049,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021007,102,,,0,,False,4,train,0
725,0.0,256.51049,256.7607,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020993,162,,,0,,False,4,train,2
726,0.0,256.7607,257.01091,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020993,115,,,0,,False,2,test,0
727,0.0,257.01091,257.26112,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020993,98,,,0,,False,4,train,2
728,0.0,257.26112,257.51133,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020993,222,,,0,,False,2,test,0
729,0.0,257.51133,257.76154,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020757,136,,,0,,False,2,test,1
730,0.0,257.76154,258.01175,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020757,29,,,0,,False,2,test,1
731,0.0,258.01175,258.26195,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020757,80,,,0,,False,1,train,0
732,0.0,258.26195,258.51216,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020757,127,,,0,,False,2,test,1
733,0.0,258.51216,258.76237,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020743,83,,,0,,False,2,test,1
734,0.0,258.76237,259.01258,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020743,205,,,0,,False,2,test,1
735,0.0,259.01258,259.26278,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020743,200,,,0,,False,6,train,0
736,0.0,259.26278,259.51299,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020743,57,,,0,,False,3,train,0
737,0.0,259.51299,259.7632,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,154,,,0,,False,2,test,2
738,0.0,259.7632,260.01341,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021007,41,,,0,,False,4,train,2
739,0.0,260.01341,260.26362,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,65,,,0,,False,3,train,0
740,0.0,260.26362,260.51383,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,131,,,0,,False,2,test,1
741,0.0,260.51383,260.76405,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,4,,,0,,False,5,test,2
742,0.0,260.76405,261.01427,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021743,136,,,0,,False,3,train,1
743,0.0,261.01427,261.26448,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021743,79,,,0,,False,4,train,2
744,0.0,261.26448,261.5147,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,190,,,0,,False,3,train,0
745,0.0,261.5147,261.7649,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020007,109,,,0,,False,6,train,0
746,0.0,261.7649,262.0151,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020007,239,,,0,,False,0,train,1
747,0.0,262.0151,262.2653,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020007,128,,,0,,False,1,train,2
748,0.0,262.2653,262.5155,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020007,30,,,0,,False,3,train,0
749,0.0,262.5155,262.76572,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021993,95,,,0,,False,3,train,2
750,0.0,262.76572,263.01594,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021993,240,,,0,,False,0,train,0
751,0.0,263.01594,263.26616,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021993,211,,,0,,False,1,train,0
752,0.0,263.26616,263.51638,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021993,198,,,0,,False,5,test,0
753,0.0,263.51638,263.76658,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020007,130,,,0,,False,2,test,2
754,0.0,263.76658,264.01678,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020007,128,,,0,,False,2,test,2
755,0.0,264.01678,264.26698,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020007,40,,,0,,False,4,train,1
756,0.0,264.26698,264.51718,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020007,241,,,0,,False,0,train,1
757,0.0,264.51718,264.76739,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,87,,,0,,False,3,train,0
758,0.0,264.76739,265.01761,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021243,42,,,0,,False,4,train,1
759,0.0,265.01761,265.26782,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021243,3,,,0,,False,2,test,1
760,0.0,265.26782,265.51803,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,88,,,0,,False,2,test,2
761,0.0,265.51803,265.76824,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,242,,,0,,False,0,train,1
762,0.0,265.76824,266.01844,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,77,,,0,,False,6,train,1
763,0.0,266.01844,266.26865,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,213,,,0,,False,2,test,2
764,0.0,266.26865,266.51885,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,19,,,0,,False,4,train,0
765,0.0,266.51885,266.76907,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021493,180,,,0,,False,2,test,0
766,0.0,266.76907,267.01928,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021493,232,,,0,,False,1,train,1
767,0.0,267.01928,267.2695,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,174,,,0,,False,6,train,0
768,0.0,267.2695,267.51971,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,35,,,0,,False,3,train,0
769,0.0,267.51971,267.76991,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,36,,,0,,False,3,train,0
770,0.0,267.76991,268.02012,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020257,8,,,0,,False,2,test,1
771,0.0,268.02012,268.27032,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020257,48,,,0,,False,2,test,0
772,0.0,268.27032,268.52052,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020257,134,,,0,,False,2,test,0
773,0.0,268.52052,268.77073,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021243,129,,,0,,False,4,train,2
774,0.0,268.77073,269.02095,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,110,,,0,,False,2,test,0
775,0.0,269.02095,269.27116,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021243,228,,,0,,False,3,train,2
776,0.0,269.27116,269.52137,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021243,176,,,0,,False,2,test,2
777,0.0,269.52137,269.77158,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,80,,,0,,False,2,test,0
778,0.0,269.77158,270.02178,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,83,,,0,,False,3,train,1
779,0.0,270.02178,270.27199,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,193,,,0,,False,4,train,1
780,0.0,270.27199,270.52219,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,175,,,0,,False,3,train,2
781,0.0,270.52219,270.7724,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,206,,,0,,False,2,test,0
782,0.0,270.7724,271.02262,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021243,222,,,0,,False,3,train,0
783,0.0,271.02262,271.27283,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021243,117,,,0,,False,4,train,1
784,0.0,271.27283,271.52304,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021243,145,,,0,,False,1,train,1
785,0.0,271.52304,271.77325,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020507,103,,,0,,False,1,train,1
786,0.0,271.77325,272.02345,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020507,156,,,0,,False,3,train,1
787,0.0,272.02345,272.27366,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020507,56,,,0,,False,4,train,2
788,0.0,272.27366,272.52386,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020507,126,,,0,,False,5,test,0
789,0.0,272.52386,272.77407,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020493,145,,,0,,False,2,test,1
790,0.0,272.77407,273.02427,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020493,33,,,0,,False,3,train,0
791,0.0,273.02427,273.27448,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020493,12,,,0,,False,6,train,1
792,0.0,273.27448,273.52468,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020493,8,,,0,,False,3,train,1
793,0.0,273.52468,273.7749,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021507,21,,,0,,False,4,train,1
794,0.0,273.7749,274.02511,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021507,28,,,0,,False,5,test,2
795,0.0,274.02511,274.27533,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021507,128,,,0,,False,3,train,2
796,0.0,274.27533,274.52554,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021507,198,,,0,,False,6,train,0
797,0.0,274.52554,274.77575,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020743,161,,,0,,False,2,test,1
798,0.0,274.77575,275.02596,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020743,157,,,0,,False,3,train,0
799,0.0,275.02596,275.27616,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020743,91,,,0,,False,3,train,1
800,0.0,275.27616,275.52637,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020743,219,,,0,,False,1,train,2
801,0.0,275.52637,275.77658,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021257,237,,,0,,False,2,test,0
802,0.0,275.77658,276.0268,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021257,20,,,0,,False,5,test,1
803,0.0,276.0268,276.27701,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021257,125,,,0,,False,2,test,0
