ecephys_session_id,interior_v1_units,supported_grid_points,supported_grid_fraction,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound
715093703,61,371,0.386056,interior_v1_rf_size_translation,-21.3333,-5.84131,0,0,0,0,1.15675,0.538548,0.618206,-0.156754,0.657145,0,3,False
719161530,15,186,0.193548,interior_v1_rf_size_translation,-15.473,-2.21751,0,0,0,0,0.959518,0.415516,0.544002,0.0404822,0.682216,1.5,2.25,False
721123822,47,492,0.511967,interior_v1_rf_size_translation,-1.33473,9.33179,0,0,0,0,0.478128,0.364354,0.113774,0.522681,0.671191,0.75,8.25,False
732592105,136,722,0.751301,interior_v1_rf_size_translation,27.9999,-8.08446,0,0,0,0,1.6709,0.55164,1.11926,-0.670896,0.788101,1.5,2.25,False
737581020,76,530,0.551509,interior_v1_rf_size_translation,-17.3333,17.7636,0,0,0,0,1.82869,0.699496,1.12919,-0.828686,0.5469,0.75,1.5,False
739448407,16,251,0.261186,interior_v1_rf_size_translation,3.45103,6.73841,0,0,0,0,0.774489,0.291274,0.483215,0.225511,0.731653,2.25,5.25,False
742951821,62,329,0.342352,interior_v1_rf_size_translation,-8.00022,0.00383409,0,0,0,0,1.31695,0.564137,0.75281,-0.311622,0.461465,23.25,2.25,False
744228101,39,336,0.349636,interior_v1_rf_size_translation,-4.00026,-24.0255,0,0,0,0,1.58152,0.601733,0.979791,-0.581524,0.635558,0,3.75,False
746083955,21,244,0.253902,interior_v1_rf_size_translation,-9.82574,6.66666,0,0,0,0,1.04697,0.359504,0.68747,-0.0469738,0.696892,0.75,1.5,False
750332458,89,647,0.673257,interior_v1_rf_size_translation,9.34924,-2.67059,0,0,0,0,0.554215,0.220889,0.333326,0.445785,0.816928,3,1.5,False
750749662,80,653,0.679501,interior_v1_rf_size_translation,9.33336,25.3334,0,0,0,0,1.12928,0.542852,0.586424,-0.129276,0.748705,5.25,3,False
751348571,62,571,0.594173,interior_v1_rf_size_translation,-1.33377,4.0022,0,0,0,0,0.36456,0.14765,0.21691,0.63579,0.859469,1.5,2.25,False
754312389,127,739,0.768991,interior_v1_rf_size_translation,-25.3609,-2.38439,0,0,0,0,1.21341,0.543577,0.669831,-0.212598,0.715968,0,2.25,False
754829445,85,771,0.802289,interior_v1_rf_size_translation,2.66785,0.00167111,0,0,0,0,0.364121,0.208782,0.155339,0.635879,0.794065,0.75,3.75,False
755434585,125,664,0.690947,interior_v1_rf_size_translation,-0.06357,5.33351,0,0,0,0,0.493875,0.389487,0.104388,0.507024,0.621893,0.75,4.5,False
756029989,78,548,0.570239,interior_v1_rf_size_translation,21.0191,-18.2836,0,0,0,0,1.65628,0.496894,1.15938,-0.655551,0.813543,3,3,False
757216464,122,721,0.75026,interior_v1_rf_size_translation,2.66745,-5.33638,0,0,0,0,0.767263,0.339746,0.427517,0.232737,0.674491,1.5,2.25,False
757970808,89,481,0.50052,interior_v1_rf_size_translation,-17.3334,3.12236,0,0,0,0,0.853209,0.38363,0.469578,0.148441,0.740448,3,3.75,False
758798717,68,596,0.620187,interior_v1_rf_size_translation,-22.7006,-1.33333,0,0,0,0,0.733227,0.422027,0.3112,0.266773,0.784812,2.25,3,False
759883607,78,534,0.555671,interior_v1_rf_size_translation,14.6144,-1.33335,0,0,0,0,0.531246,0.385946,0.145301,0.468754,0.700197,3,0,False
760345702,83,538,0.559834,interior_v1_rf_size_translation,7.9624,1.40119,0,0,0,0,0.605012,0.377236,0.227776,0.394988,0.648909,6.75,0.75,False
760693773,129,710,0.738814,interior_v1_rf_size_translation,3.99453,1.33387,0,0,0,0,0.61951,0.419007,0.200503,0.38049,0.588087,1.5,1.5,False
761418226,27,238,0.247659,interior_v1_rf_size_translation,-9.33038,-10.6586,0,0,0,0,1.4016,0.776339,0.625262,-0.400764,0.303927,,33.75,False
762120172,108,675,0.702393,interior_v1_rf_size_translation,-14.5693,5.33336,0,0,0,0,0.750814,0.441154,0.309659,0.249186,0.655129,8.25,2.25,False
762602078,68,433,0.450572,interior_v1_rf_size_translation,4,-16.989,0,0,0,0,0.857206,0.288889,0.568316,0.142794,0.832961,2.25,2.25,False
763673393,76,558,0.580645,interior_v1_rf_size_translation,-28.9377,4.41888,0,0,0,0,1.60203,0.554286,1.04775,-0.601319,0.788481,1.5,3,False
773418906,87,632,0.657648,interior_v1_rf_size_translation,2.38294,-2.66663,0,0,0,0,0.497193,0.408899,0.0882947,0.502807,0.596217,9.75,2.25,False
791319847,106,670,0.69719,interior_v1_rf_size_translation,-0.000175246,14.6772,0,0,0,0,0.63569,0.403411,0.232279,0.364608,0.682757,3.75,2.25,False
797828357,77,592,0.616025,interior_v1_rf_size_translation,0.0505661,-16.0002,0,0,0,0,0.838276,0.489831,0.348445,0.161724,0.612572,1.5,1.5,False
798911424,112,741,0.771072,interior_v1_rf_size_translation,-1.33352,1.33768,0,0,0,0,0.498808,0.42151,0.0772984,0.501998,0.579917,0,2.25,False
799864342,108,726,0.755463,interior_v1_rf_size_translation,-22.6666,-3.14434,0,0,0,0,1.06004,0.505273,0.554763,-0.0600364,0.704191,3,2.25,False
